,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
146,46,stagnation_lim,-329.99999999999943,[-2.91386622e-08  6.31067939e-11  4.33602451e-08 -5.10317108e-09],-0.2,0.2,4,60.00000000000057
147,47,stagnation_lim,-329.9999999999974,[-8.11300203e-08 -8.05525274e-08  7.95754752e-09 -7.07107515e-09],-0.2,0.2,4,60.000000000002615
148,48,stagnation_lim,-329.9999999999989,[-4.47066846e-09 -9.01223169e-11 -7.03628042e-08  2.21263568e-08],-0.2,0.2,4,60.00000000000108
149,49,stagnation_lim,-329.9999999999938,[ 7.79545090e-08 -9.62480279e-08 -9.16201153e-08 -8.62780081e-08],-0.2,0.2,4,60.000000000006196
150,50,stagnation_lim,-329.99999999999665,[ 8.58650408e-08 -7.22275824e-08  6.28113344e-08 -2.10639553e-08],-0.2,0.2,4,60.000000000003354
151,51,stagnation_lim,-330.0,[-1.07817291e-09  3.74571572e-09  4.43533687e-09 -2.43481447e-09],-0.2,0.2,4,60.0
152,52,stagnation_lim,-329.999999999999,[-1.31734214e-08  2.87768605e-08 -2.73670765e-08 -5.82746354e-08],-0.2,0.2,4,60.00000000000102
153,53,stagnation_lim,-329.9999999999992,[-2.98086067e-08  2.92057911e-08 -3.65654135e-08  3.13323953e-08],-0.2,0.2,4,60.000000000000796
154,54,stagnation_lim,-329.99999999999886,[-4.83341270e-08 -6.48793272e-10 -5.54470840e-08 -1.86934488e-08],-0.2,0.2,4,60.00000000000114
155,55,stagnation_lim,-329.99999999999716,[-7.85335207e-08  2.85594690e-08  7.37626330e-08  4.36253887e-08],-0.2,0.2,4,60.00000000000284
156,56,stagnation_lim,-329.9999999999933,[-1.68749735e-07 -1.44891681e-08 -7.07301276e-08  1.12343196e-09],-0.2,0.2,4,60.00000000000671
157,57,stagnation_lim,-329.9999999999982,[-3.22730562e-08 -6.36491251e-08 -4.35341591e-08  4.78276623e-08],-0.2,0.2,4,60.00000000000182
158,58,stagnation_lim,-329.999999999999,[-3.14865808e-10 -2.11154656e-08  6.34477112e-08 -2.60255904e-08],-0.2,0.2,4,60.00000000000102
159,59,stagnation_lim,-329.99999999999943,[ 1.69484613e-09  6.91217407e-09 -2.49105131e-08 -4.53995747e-08],-0.2,0.2,4,60.00000000000057
160,60,stagnation_lim,-329.9999999999991,[ 4.91371070e-10 -2.90540508e-08 -6.08586331e-08 -7.06654195e-09],-0.2,0.2,4,60.00000000000091
161,61,stagnation_lim,-329.9999999999865,[-1.30763329e-07  2.21076509e-08 -1.97781093e-07  1.05807261e-07],-0.2,0.2,4,60.00000000001347
162,62,stagnation_lim,-330.0,[ 4.78838554e-09  3.53797128e-09  5.93103295e-09 -3.04775987e-09],-0.2,0.2,4,60.0
163,63,stagnation_lim,-329.99999999999653,[ 8.91152499e-08  4.83500162e-09  7.15517250e-08 -6.65378807e-08],-0.2,0.2,4,60.00000000000347
164,64,stagnation_lim,-329.99999999999864,[ 7.69575955e-08 -5.74076821e-09  2.83884009e-08  1.12128915e-08],-0.2,0.2,4,60.000000000001364
165,65,stagnation_lim,-329.99999999999665,[ 5.48871210e-08 -3.26607117e-08  1.02433302e-07 -4.93800136e-08],-0.2,0.2,4,60.000000000003354
166,66,stagnation_lim,-329.9999999999955,[ 7.33353744e-08 -2.31798135e-08  1.29127384e-07  5.42876842e-09],-0.2,0.2,4,60.00000000000449
167,67,stagnation_lim,-329.99999999999807,[-2.48934485e-09 -1.58455021e-08 -4.00609714e-08  8.95374807e-08],-0.2,0.2,4,60.00000000000193
168,68,stagnation_lim,-329.9999999999957,[ 1.43221910e-07  2.94309773e-08 -2.28865885e-08 -2.55604339e-09],-0.2,0.2,4,60.00000000000432
169,69,stagnation_lim,-329.9999999999997,[-1.39490578e-08 -1.73000764e-08 -2.31413514e-08 -2.20598875e-08],-0.2,0.2,4,60.000000000000284
170,70,stagnation_lim,-329.99999999999585,[3.02086057e-08 5.34999782e-08 1.24286814e-07 4.04493295e-08],-0.2,0.2,4,60.00000000000415
171,71,stagnation_lim,-329.9999999999971,[-9.10537249e-08  6.99630670e-08  3.61139644e-08 -1.27515705e-08],-0.2,0.2,4,60.0000000000029
172,72,stagnation_lim,-329.9999999999909,[ 8.94577520e-09 -6.87497862e-08  2.02228446e-07 -4.32281862e-09],-0.2,0.2,4,60.000000000009095
173,73,stagnation_lim,-329.9999999999932,[-7.41282645e-08 -1.06627506e-07  1.24140986e-07 -4.74219277e-08],-0.2,0.2,4,60.00000000000682
174,74,stagnation_lim,-329.9999999999932,[ 1.49663422e-07  8.30628546e-08  3.93313833e-08 -5.83713361e-08],-0.2,0.2,4,60.00000000000682
175,75,stagnation_lim,-329.99999999999767,[-8.26737590e-08 -5.66169087e-08 -3.49791643e-08  2.10586046e-08],-0.2,0.2,4,60.00000000000233
176,76,stagnation_lim,-329.9999999999544,[ 2.37078994e-08 -4.20091066e-07 -1.99464275e-07  1.13869433e-07],-0.2,0.2,4,60.00000000004559
177,77,stagnation_lim,-329.99999999999665,[-6.86088996e-09  6.98343470e-08 -1.49173720e-08  1.07920879e-07],-0.2,0.2,4,60.000000000003354
178,78,stagnation_lim,-329.99999999999716,[-2.77857747e-08 -2.54294732e-08 -1.13188385e-07  8.86562949e-09],-0.2,0.2,4,60.00000000000284
179,79,stagnation_lim,-329.99999999999767,[-1.75522924e-09  3.88759863e-08 -9.27560963e-08 -3.88737544e-08],-0.2,0.2,4,60.00000000000233
180,80,stagnation_lim,-329.9999999999953,[ 4.49427483e-08  1.29547951e-07 -6.92411851e-08 -1.58585017e-08],-0.2,0.2,4,60.00000000000472
181,81,stagnation_lim,-329.9999999999994,[1.38311254e-08 3.87524798e-08 8.10341985e-09 3.65871944e-08],-0.2,0.2,4,60.000000000000625
182,82,stagnation_lim,-329.9999999999998,[ 1.44011086e-08 -2.55262234e-08  1.19865729e-08 -5.11167523e-09],-0.2,0.2,4,60.00000000000023
183,83,stagnation_lim,-329.99999999999824,[ 8.36574735e-08 -5.93115952e-09  3.79530112e-08  1.80258363e-08],-0.2,0.2,4,60.00000000000176
184,84,stagnation_lim,-329.99999999999204,[-8.97199770e-08  1.59085069e-07  8.23340599e-08  3.86027213e-09],-0.2,0.2,4,60.00000000000796
185,85,stagnation_lim,-329.9999999999935,[-1.10760137e-07 -1.34507267e-07  3.54006479e-08  3.04261951e-08],-0.2,0.2,4,60.00000000000648
186,86,stagnation_lim,-329.9999999999999,[-6.12640482e-09 -5.83692173e-09 -2.06497035e-08  1.30686743e-08],-0.2,0.2,4,60.000000000000114
187,87,stagnation_lim,-329.9999999999876,[-8.45300636e-08  2.22895566e-08  1.28791699e-08  2.33691229e-07],-0.2,0.2,4,60.00000000001239
188,88,stagnation_lim,-329.9999999999947,[-1.02028078e-07  9.66389006e-08  7.68676104e-08  3.22630339e-08],-0.2,0.2,4,60.000000000005286
189,89,stagnation_lim,-329.9999999999987,[ 1.28127281e-08 -6.47069121e-08 -1.16364574e-10 -4.85251276e-08],-0.2,0.2,4,60.00000000000131
190,90,stagnation_lim,-329.99999999999943,[ 9.61504481e-09 -3.00221289e-08 -3.53665176e-08  2.76494974e-08],-0.2,0.2,4,60.00000000000057
191,91,stagnation_lim,-329.9999999999969,[-1.74432167e-08  1.23686469e-08 -3.27157997e-09 -1.23684892e-07],-0.2,0.2,4,60.000000000003126
192,92,stagnation_lim,-329.9999999999767,[ 1.56286008e-07  1.19163214e-07  2.80946695e-07 -8.00345486e-09],-0.2,0.2,4,60.000000000023306
193,93,stagnation_lim,-329.9999999999991,[ 4.26760734e-09  2.99780361e-08 -3.98649579e-08 -4.57846954e-08],-0.2,0.2,4,60.00000000000091
194,94,stagnation_lim,-329.9999999999914,[ 8.50173208e-08 -1.61736338e-07 -1.56440338e-09  9.88467675e-08],-0.2,0.2,4,60.00000000000858
195,95,stagnation_lim,-329.9999999999948,[ 4.07134476e-08  1.34112653e-07 -6.12269775e-08  5.12823878e-08],-0.2,0.2,4,60.00000000000517
196,96,stagnation_lim,-329.9999999999803,[-8.50836948e-08  8.90606484e-08  4.20720660e-08 -2.87445946e-07],-0.2,0.2,4,60.000000000019725
197,97,stagnation_lim,-329.9999999999976,[ 8.36496480e-08 -3.51961597e-08  3.99619285e-08 -4.58177700e-08],-0.2,0.2,4,60.00000000000239
198,98,stagnation_lim,-329.99999999999983,[ 2.27465144e-08  1.04504394e-08 -9.75823156e-09 -1.50405108e-08],-0.2,0.2,4,60.00000000000017
199,99,stagnation_lim,-329.9999999999965,[ 5.70174684e-08  9.37691098e-08 -7.50094181e-08 -1.54527478e-08],-0.2,0.2,4,60.000000000003524
200,0,stagnation_lim,-329.99999999048475,"[-3.06349928e-06 -1.43188837e-06  1.25022675e-06  1.61087952e-06
  3.44912364e-06 -9.16759940e-07 -4.42698990e-06  1.82787523e-07]",-0.2,0.2,8,60.00000000951525
